restaurant_name,cuisine,rating,number_of_ratings,average_price,number_of_offers,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers
Food On Flames,"Chinese, Pizzas",4.0,10+ ratings,₹200 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Janakpuri,No,Delhi,200.0,10.0,Chinese,0,5
Vegetarian Rasoi,"Indian, North Indian",0.0,No Ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",NSP,No,Delhi,200.0,0.0,Indian,0,4
Dfreshh Foods,"Pizzas, American",2.1,3 ratings,₹150 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shalimar Bagh,Yes,Delhi,150.0,3.0,Pizzas,1,4
Pizza Brand,"Pizzas, Italian",0.0,Too Few Ratings,₹300 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Janakpuri,Yes,Delhi,300.0,0.0,Pizzas,1,5
Swagatam,"South Indian, Beverages",4.2,500+ ratings,₹275 for two,5,"15% OFF UPTO ₹45
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Janakpuri,No,Delhi,275.0,500.0,South Indian,0,5
Brewing Barista,"Beverages, Italian",5.0,20+ ratings,₹350 for two,5,"FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹749, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Rohini,Yes,Delhi,350.0,20.0,Beverages,1,5
Pet Ki Khatir,"North Indian, Indian",0.0,Too Few Ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,No,Delhi,300.0,0.0,North Indian,0,4
Noodles Affair Fusion Chinese,"Chinese, Fast Food",4.5,100+ ratings,₹200 for two,5,"DEAL OF DAY
60% OFF UPTO ₹120
USE STEALDEALABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Rohini,Yes,Delhi,200.0,100.0,Chinese,1,5
Vegetarian Dhaba,Thalis,0.0,No Ratings,₹300 for two,5,"DEAL OF DAY
50% OFF UPTO ₹100
USE STEALDEALABOVE ₹159, FLAT DEAL
FLAT 50% OFF
USE PARTYABOVE ₹350, SAVE BIG
50% OFF UPTO ₹250
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",NSP,Yes,Delhi,300.0,0.0,Thalis,1,5
M2M Momos,North Indian,4.6,9 ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Paschim Vihar,No,Delhi,200.0,9.0,North Indian,0,5
Desi Curry Kitchen,Indian,5.0,5 ratings,₹249 for two,5,"FLAT 10% OFF
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vikas puri,Yes,Delhi,249.0,5.0,Indian,1,5
Vegetarian Corner,"North Indian, Thalis",0.0,No Ratings,₹300 for two,5,"DEAL OF DAY
50% OFF UPTO ₹100
USE STEALDEALABOVE ₹159, FLAT DEAL
FLAT 50% OFF
USE PARTYABOVE ₹350, SAVE BIG
50% OFF UPTO ₹250
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",NSP,Yes,Delhi,300.0,0.0,North Indian,1,5
KINGDOM OF PRANTHA,"Pizzas, Fast Food",0.0,No Ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dwarka,Yes,Delhi,300.0,0.0,Pizzas,1,4
Kitchen'S Aroma,"North Indian, Chinese",3.8,20+ ratings,₹400 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rohini,No,Delhi,400.0,20.0,North Indian,0,4
Delhi Veg Chinese,Chinese,4.7,5 ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,200.0,5.0,Chinese,1,4
Chinese Co.,"Chinese, Burgers",3.3,10+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok Vihar,No,Delhi,200.0,10.0,Chinese,0,5
Pind De Chur Chur Naan By Pind Balluchi,North Indian,3.4,50+ ratings,₹600 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Rohini,No,Delhi,600.0,50.0,North Indian,0,5
Hudson Chinese,"Chinese, Pan-Asian",4.0,100+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok Vihar,No,Delhi,200.0,100.0,Chinese,0,5
Chinese Hotspot,"Chinese, Pan-Asian",3.8,100+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok Vihar,No,Delhi,200.0,100.0,Chinese,0,5
Chinese Culinaire,"Chinese, Pan-Asian",4.0,100+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok Vihar,No,Delhi,200.0,100.0,Chinese,0,5
Rice & Parantha Hub,"North Indian, Snacks",0.0,Too Few Ratings,₹250 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,No,Delhi,250.0,0.0,North Indian,0,4
Midnight Momos,"Chinese, Pan-Asian",4.1,100+ ratings,₹250 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok Vihar,No,Delhi,250.0,100.0,Chinese,0,5
RAO CHAMPARAN HANDI MEAT Restaurant,"Bihari, North Indian",3.7,20+ ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Karol Bagh,No,Delhi,300.0,20.0,Bihari,0,4
Punjabi Delhicacies,"North Indian, Tandoor",4.3,100+ ratings,₹200 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Ashok Vihar,No,Delhi,200.0,100.0,North Indian,0,5
Makhan Paaji,"Indian, Mughlai",0.0,Too Few Ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,No,Delhi,300.0,0.0,Indian,0,4
Palazzo Inn,Indian,4.0,50+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,200.0,50.0,Indian,1,4
Koncept Shawarma,"Lebanese, Biryani",4.0,20+ ratings,₹200 for two,5,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Ashok vihar,No,Delhi,200.0,20.0,Lebanese,0,5
Jimmy Jon'S Pizzeria,Pizzas,0.0,Too Few Ratings,₹400 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajendra Place,No,Delhi,400.0,0.0,Pizzas,0,4
Bakerista,"Chinese, Fast Food",4.5,10+ ratings,₹500 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹200 OFF
USE FLATDEALABOVE ₹749, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",SHALIMAR BAGH,No,Delhi,500.0,10.0,Chinese,0,5
Choice Shawarma,"Indian, Arabian",4.4,3 ratings,₹200 for two,5,"FLAT 10% OFF
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,200.0,3.0,Indian,1,5
Nufeast,"Healthy Food, Salads",4.3,1K+ ratings,₹200 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Rajinder Nagar,No,Delhi,200.0,1000.0,Healthy Food,0,5
Wok N More,Indian,0.0,Too Few Ratings,₹1 for two,5,"FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Vihar,No,Delhi,296.5,0.0,Indian,0,5
Bambaiya Maska,"Street Food, Fast Food",0.0,Too Few Ratings,₹250 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rohini,Yes,Delhi,250.0,0.0,Street Food,1,4
Sun Lounge Bakery,"Bakery, Pizzas",0.0,Too Few Ratings,₹1000 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rohini,Yes,Delhi,1000.0,0.0,Bakery,1,4
Mom'S Curries,Indian,0.0,Too Few Ratings,₹400 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Vihar,No,Delhi,400.0,0.0,Indian,0,4
Gitanjali Rasoi,"Italian, Fast Food",0.0,Too Few Ratings,₹350 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vikaspuri,Yes,Delhi,350.0,0.0,Italian,1,4
Hello Hyderabad,South Indian,4.2,100+ ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rohini,No,Delhi,200.0,100.0,South Indian,0,4
Mr.Chang'S Chinese Fast Food,Chinese,0.0,No Ratings,₹350 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Karol Bagh,No,Delhi,350.0,0.0,Chinese,0,4
Bubble Bliss,"Beverages, Desserts",4.6,20+ ratings,₹600 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,No,Delhi,600.0,20.0,Beverages,0,4
Aao Ji Aao,"Chinese, Snacks",0.0,Too Few Ratings,₹150 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Tilak Nagar,Yes,Delhi,150.0,0.0,Chinese,1,4
Moreish Waffle,Indian,4.6,20+ ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok vihar,No,Delhi,300.0,20.0,Indian,0,4
Tandooricious,"Tandoor, North Indian",0.0,No Ratings,₹350 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Rohini,Yes,Delhi,350.0,0.0,Tandoor,1,5
Chaap Chaupaty,Tandoor,0.0,No Ratings,₹350 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Rohini,Yes,Delhi,350.0,0.0,Tandoor,1,5
Tummy Luscious,"Fast Food, Snacks",4.1,6 ratings,₹400 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajinder Nagar,No,Delhi,400.0,6.0,Fast Food,0,4
Indian Desi Rasoi,"North Indian, Indian",3.9,9 ratings,₹150 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,Yes,Delhi,150.0,9.0,North Indian,1,4
The Momo Chutney,"Chinese, Asian",4.2,1K+ ratings,₹300 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹599, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Janakpuri,No,Delhi,300.0,1000.0,Chinese,0,5
Bistro 85,"Continental, American",0.0,No Ratings,₹350 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Rohini,Yes,Delhi,350.0,0.0,Continental,1,5
Salad Garden,"Salads, Fast Food",0.0,No Ratings,₹299 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹479, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Rohini,No,Delhi,299.0,0.0,Salads,0,5
Vegetarian Home,North Indian,0.0,No Ratings,₹200 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",NSP,Yes,Delhi,200.0,0.0,North Indian,1,4
Baba Chaap Wala,"North Indian, Chinese",4.0,50+ ratings,₹250 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Ashok Vihar,Yes,Delhi,250.0,50.0,North Indian,1,4
Chinese Tadka (Authentic Chinese),"Chinese, Fast Food",3.8,10K+ ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Pitampura,No,Delhi,200.0,10000.0,Chinese,0,5
Eco Meals,North Indian,0.0,No Ratings,₹350 for two,5,"FLAT 20% OFF
NO CODE REQUIRED, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,No,Delhi,350.0,0.0,North Indian,0,5
Big Boyz Cafe,"North Indian, Chinese",0.0,No Ratings,₹500 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Rajouri Garden,No,Delhi,500.0,0.0,North Indian,0,5
The Shawarma Factory,"Arabian, Chinese",3.7,4 ratings,₹300 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,No,Delhi,300.0,4.0,Arabian,0,4
Pandey Chinese Hut (Since 1985),"Chinese, Snacks",3.8,10K+ ratings,₹200 for two,5,"FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200",Pitampura,No,Delhi,200.0,10000.0,Chinese,0,5
Cafeme Diner,Indian,4.5,20+ ratings,₹700 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Janakpuri,No,Delhi,700.0,20.0,Indian,0,4
Food Box-Student'S Tiffin Corner,"North Indian, Beverages",0.0,Too Few Ratings,₹100 for two,4,"FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Karol Bagh,Yes,Delhi,100.0,0.0,North Indian,1,4
Chinese Chengdu,"Chinese, Pan-Asian",3.9,100+ ratings,₹250 for two,5,"FLAT DEAL
FLAT ₹125 OFF
USE DEALICIOUSABOVE ₹199, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok Vihar,No,Delhi,250.0,100.0,Chinese,0,5
Boss Of Rolls,"Snacks, Beverages",0.0,Too Few Ratings,₹299 for two,5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129, 15% OFF UPTO ₹300
USE CITIFOODIEABOVE ₹1200, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Dwarka,No,Delhi,299.0,0.0,Snacks,0,5
Zoodles By Zamawada,"Indian, Fast Food",3.4,3 ratings,₹200 for two,5,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550, 20% OFF UPTO ₹100
USE RUPAY100ABOVE ₹129",Ashok Vihar,No,Delhi,200.0,3.0,Indian,0,5
Thalis And Combos,"North Indian, Biryani",4.4,100+ ratings,₹200 for two,5,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹250 OFF
USE FLATDEALABOVE ₹999, FLAT ₹100 OFF
NO CODE REQUIREDABOVE ₹550",Ashok Vihar,No,Delhi,200.0,100.0,North Indian,0,5
