restaurant_name,cuisine,rating,offer_name,area,pure_veg,location,price_num,ratings_count,primary_cuisine,is_veg,num_offers,avg_rating_by_cuisine,value_index,price_band,demand_index,rating_band,offer_tier,reliable_rating
Amma'S Pastries,"Bakery, Desserts",4.0,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,350.0,100.0,Bakery,0,1,4.052369668246445,1.1429,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),Low (1-2),1
MTR,South Indian,4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,Yes,Bangalore,300.0,10000.0,South Indian,1,1,4.09877408056042,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Apna Dhaba,"Punjabi, Jain",4.0,"FLAT 50% OFF
NO CODE REQUIRED, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,300.0,100.0,Punjabi,1,2,3.859375,1.3333,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),Low (1-2),1
La Pino'Z Pizza,"Pizzas, Pastas",4.2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹699, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,220.0,1000.0,Pizzas,1,4,3.95,1.9091,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Thalairaj Biryani,"Biryani, Indian",4.3,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Sadashiva Nagar,No,Bangalore,300.0,1000.0,Biryani,0,3,3.829276895943562,1.4333,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Al-Bek,"Arabian, Tandoor",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore,500.0,5000.0,Arabian,0,1,3.8302631578947373,0.84,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Namaste,"South Indian, Thalis",4.2,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹500, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,100.0,5000.0,South Indian,1,4,4.09877408056042,4.2,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
Imperial Restaurant Since 1954,"Chinese, South Indian",4.2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,400.0,10000.0,Chinese,0,2,3.9882028665931646,1.05,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Aubree,"Desserts, Bakery",4.6,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, DEFAULT
FLAT ₹200 OFF
USE CELEBRATIONSABOVE ₹899, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹999",Shivajinagar,Yes,Bangalore,700.0,1000.0,Desserts,1,5,4.173720136518772,0.6571,Luxury (Rs500+),1166.0867678958784,Excellent (4.5+),High (3+),1
Lo! - Low Carb And Keto Foods,Fast Food,4.3,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,No,Bangalore,500.0,50.0,Fast Food,0,4,3.94530612244898,0.86,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Iyengars Bakery,"Bakery, Ice Cream",4.5,"FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,50.0,10000.0,Bakery,0,2,4.052369668246445,9.0,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
RNR Biryani - Taste Of 1953,"Biryani, South Indian",4.4,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹179, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,350.0,1000.0,Biryani,0,2,3.829276895943562,1.2571,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
McDonald'S Gourmet Burger Collection,"Burgers, Beverages",3.9,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,400.0,50.0,Burgers,0,1,4.06969696969697,0.975,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),Low (1-2),1
"WeFit-Bowls, Salads & Sandwiches","Healthy Food, Salads",4.4,No Offer,Azad Nagar,No,Bangalore,250.0,20.0,Healthy Food,0,0,4.303614457831325,1.76,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),No Offers,1
LeanCrust Pizza- ThinCrust Experts,"Pizzas, Italian",4.2,"60% OFF UPTO ₹120
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,300.0,20.0,Pizzas,0,4,3.95,1.4,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
NH1 Bowls - Highway To North,"North Indian, Punjabi",4.5,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,250.0,100.0,North Indian,0,3,4.0570346320346315,1.8,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
ZAZA Mughal Biryani,"Biryani, North Indian",3.9,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,250.0,100.0,Biryani,0,3,3.829276895943562,1.56,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),High (3+),1
Mealful Rolls - India'S Biggest Rolls,"Fast Food, Snacks",4.1,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",City Market,No,Bangalore,250.0,50.0,Fast Food,0,3,3.94530612244898,1.64,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Sri Krishna Sweets,Sweets,4.7,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,200.0,500.0,Sweets,1,1,4.2801282051282055,2.35,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),Low (1-2),1
BOOM Sandwich - Sub Of India,"Snacks, Indian",4.0,No Offer,Mysore Road,No,Bangalore,250.0,20.0,Snacks,0,0,4.017559523809524,1.6,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),No Offers,1
Haldiram'S Sweets And Namkeen,"Sweets, Snacks",4.6,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,400.0,10.0,Sweets,1,1,4.2801282051282055,1.15,Premium (Rs300-500),1166.0867678958784,Excellent (4.5+),Low (1-2),1
MOJO Pizza - 2X Toppings,"Pizzas, Italian",4.3,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,250.0,100.0,Pizzas,0,3,3.95,1.72,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Daily Kitchen - Homestyle Meals,"Home Food, Indian",4.0,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vv Puram,No,Bangalore,400.0,20.0,Home Food,0,3,4.235714285714286,1.0,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),High (3+),1
McCafe By McDonald'S,"Beverages, Desserts",5.0,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavangudi,No,Bangalore,250.0,3.0,Beverages,0,1,4.054568527918781,2.0,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),Low (1-2),0
Food Adda,"Burgers, Pizzas",4.2,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,500.0,100.0,Burgers,1,3,4.06969696969697,0.84,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
"Bhatti Chicken - Grilled, NOT Fried!","North Indian, Snacks",4.3,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹299, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,250.0,10.0,North Indian,0,3,4.0570346320346315,1.72,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Madno - House Of Sundaes,"Ice Cream, Beverages",3.9,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹449, FLAT DEAL
FLAT ₹200 OFF
USE FLAT200ABOVE ₹799, SAVE BIG
25% OFF UPTO ₹125
USE JUMBOABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,Yes,Bangalore,250.0,50.0,Ice Cream,1,5,4.292817679558011,1.56,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),High (3+),1
Madurai Famous Jigarthanda,Beverages,,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,300.0,,Beverages,0,1,4.054568527918781,,Mid (Rs150-300),1166.0867678958784,,Low (1-2),0
Dairy Day Ice Creams & Frozen Desserts,"Ice Cream, Desserts",4.5,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹600, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,150.0,50.0,Ice Cream,1,4,4.292817679558011,3.0,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
Holige Mane,Sweets,4.6,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹75 OFF
USE SNACKSBINGEABOVE ₹299, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹700, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore,200.0,1000.0,Sweets,1,5,4.2801282051282055,2.3,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),High (3+),1
"Art Of Delight - Ice Creams, Sundaes And Desserts","Ice Cream, Desserts",4.5,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,300.0,1000.0,Ice Cream,0,3,4.292817679558011,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
FB Cakes,"Bakery, Sweets",4.0,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹699, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore,500.0,20.0,Bakery,0,4,4.052369668246445,0.8,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),High (3+),1
Krispy Kreme,"Desserts, Beverages",4.7,"40% OFF UPTO ₹80
USE TRYNEWON SELECT ITEMS, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,Yes,Bangalore,170.0,1000.0,Desserts,1,2,4.173720136518772,2.7647,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),Low (1-2),1
Cakewala,Desserts,4.4,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹900, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,400.0,5000.0,Desserts,0,4,4.173720136518772,1.1,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Wow! Momo,"Tibetan, Healthy Food",4.5,"FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,300.0,20.0,Tibetan,0,2,4.166666666666667,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Brahmins' Thatte Idli,South Indian,4.5,"25% OFF UPTO ₹65
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,Yes,Bangalore,150.0,5000.0,South Indian,1,4,4.09877408056042,3.0,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
Madras Meal Company,South Indian,4.3,"FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Seshadripuram,No,Bangalore,350.0,20.0,South Indian,0,3,4.09877408056042,1.2286,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Myfroyoland - Premium Frozen Yogurt,"Desserts, Ice Cream",4.4,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Seshadripuram,Yes,Bangalore,500.0,50.0,Desserts,1,1,4.173720136518772,0.88,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Lassi Corner,Beverages,3.4,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,300.0,100.0,Beverages,1,1,4.054568527918781,1.1333,Mid (Rs150-300),1166.0867678958784,Below Avg (3.0-3.5),Low (1-2),1
Aligarh House -Mughlai Biryani,"Biryani, Mughlai",4.2,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Cunningham Road,No,Bangalore,400.0,100.0,Biryani,0,1,3.829276895943562,1.05,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Kolkata Famous Kati Roll,"Snacks, Beverages",4.0,"20% OFF UPTO ₹50
USE TRYNEWABOVE ₹149, SAVE BIG
30% OFF UPTO ₹150
USE JUMBOABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavangudi,No,Bangalore,99.0,100.0,Snacks,0,3,4.017559523809524,4.0404,Budget (<Rs150),1166.0867678958784,Average (3.5-4.0),High (3+),1
Itminaan Matka Biryani - Slow Cooked,"Biryani, North Indian",4.1,"60% OFF UPTO ₹120
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Mysore Road,No,Bangalore,250.0,50.0,Biryani,0,4,3.829276895943562,1.64,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Havmor Havfunn Ice Cream,"Ice Cream, Ice Cream Cakes",4.3,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,Yes,Bangalore,400.0,500.0,Ice Cream,1,1,4.292817679558011,1.075,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Home Plate By EatFit,"North Indian, Home Food",4.1,"FLAT DEAL
FLAT ₹125 OFF
USE SNACKSBINGEABOVE ₹249, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹199, FLAT DEAL
FLAT ₹100 OFF
USE FLAT100ABOVE ₹299, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700",Cunningham Road,No,Bangalore,250.0,100.0,North Indian,0,4,4.0570346320346315,1.64,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Giani,Ice Cream,4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,300.0,50.0,Ice Cream,1,1,4.292817679558011,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Prasuma Momo Kitchen,"Chinese, Asian",4.5,"40% OFF UPTO ₹80
USE SPECIALSON SELECT ITEMS, 50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore,400.0,100.0,Chinese,0,5,3.9882028665931646,1.125,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Andhra Gunpowder,"Andhra, Biryani",4.4,"FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹349, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹700, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Seshadripuram,No,Bangalore,350.0,1000.0,Andhra,0,3,3.9108108108108106,1.2571,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Bangarpet Chats,Chaat,4.2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE STEALDEAL150ABOVE ₹299, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,Yes,Bangalore,60.0,1000.0,Chaat,1,4,4.076923076923077,7.0,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),High (3+),1
The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream",4.4,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹800, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Malleshwaram,Yes,Bangalore,200.0,100.0,Desserts,1,3,4.173720136518772,2.2,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Haka,"Chinese, Asian",4.2,"FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹249, 60% OFF UPTO ₹120
USE TRYNEWABOVE ₹159, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Rajajinagar,No,Bangalore,500.0,500.0,Chinese,0,3,3.9882028665931646,0.84,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Big Bite,"Beverages, Chinese",4.4,"Free Vada Pav
NO CODE REQUIREDABOVE ₹298, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,100.0,10000.0,Beverages,1,2,4.054568527918781,4.4,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
FNP Cakes By Ferns N Petals,"Bakery, Desserts",3.7,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,Yes,Bangalore,499.0,50.0,Bakery,1,3,4.052369668246445,0.7415,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),High (3+),1
PVR Cafe,"Snacks, Fast Food",3.6,"60% OFF UPTO ₹120
USE TRYNEWON SELECT ITEMS, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1000, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,No,Bangalore,250.0,100.0,Snacks,0,4,4.017559523809524,1.44,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),High (3+),1
Chickpet Donne Biryani House,"Biryani, Kebabs",4.0,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,250.0,500.0,Biryani,0,4,3.829276895943562,1.6,Mid (Rs150-300),1166.0867678958784,Average (3.5-4.0),High (3+),1
Absolute Shawarma,"Rolls, Burgers",3.3,"30% OFF UPTO ₹75
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 20% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹100 OFF
USE FLATDEALABOVE ₹499, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Vijayanagar,No,Bangalore,350.0,9.0,Rolls,0,4,3.45,0.9429,Premium (Rs300-500),1166.0867678958784,Below Avg (3.0-3.5),High (3+),0
Keventers Ice Cream,"Ice Cream, Desserts",,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹179, Free Vegan Dark Chocolate
NO CODE REQUIREDABOVE ₹399, FLAT DEAL
FLAT 25% OFF
USE PARTYABOVE ₹800, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹499, SAVE BIG
20% OFF UPTO ₹120
USE JUMBOABOVE ₹500",Gopalapura,Yes,Bangalore,200.0,,Ice Cream,1,5,4.292817679558011,,Mid (Rs150-300),1166.0867678958784,,High (3+),0
Go Zero - Guilt Free Ice Creams,"Ice Cream, Desserts",3.4,"60% OFF UPTO ₹120
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT 30% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,Yes,Bangalore,150.0,20.0,Ice Cream,1,3,4.292817679558011,2.2667,Budget (<Rs150),1166.0867678958784,Below Avg (3.0-3.5),High (3+),1
Cookie Man,"Desserts, Ice Cream",4.4,"40% OFF UPTO ₹80
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹399, FLAT DEAL
FLAT ₹125 OFF
USE FLAT125ABOVE ₹599, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basaveshwaranagar,No,Bangalore,500.0,20.0,Desserts,0,4,4.173720136518772,0.88,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Just Bake,Bakery,4.0,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Banashankari,No,Bangalore,350.0,20.0,Bakery,0,1,4.052369668246445,1.1429,Premium (Rs300-500),1166.0867678958784,Average (3.5-4.0),Low (1-2),1
Kwality Walls Frozen Dessert And Ice Cream Shop,"Desserts, Ice Cream",4.7,"50% OFF UPTO ₹100
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT ₹150 OFF
USE FLAT150ABOVE ₹349, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Wilson Garden,Yes,Bangalore,200.0,1000.0,Desserts,1,3,4.173720136518772,2.35,Mid (Rs150-300),1166.0867678958784,Excellent (4.5+),High (3+),1
Meghana Foods,"Biryani, Andhra",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,No,Bangalore,500.0,10000.0,Biryani,0,1,3.829276895943562,0.9,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
Samosa Party,"Fast Food, Snacks",4.6,"60% OFF UPTO ₹120
USE SPECIALSON SELECT ITEMS, 10% OFF UPTO ₹40
USE TRYNEWABOVE ₹159, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹1500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Brigade Road,No,Bangalore,150.0,1000.0,Fast Food,0,4,3.94530612244898,3.0667,Budget (<Rs150),1166.0867678958784,Excellent (4.5+),High (3+),1
Corner House Ice Cream,"Ice Cream, Desserts",4.7,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Basavanagudi,No,Bangalore,400.0,1000.0,Ice Cream,0,1,4.292817679558011,1.175,Premium (Rs300-500),1166.0867678958784,Excellent (4.5+),Low (1-2),1
The Good Bowl,"Biryani, Pastas",4.4,"60% OFF UPTO ₹110
USE SPECIALSON SELECT ITEMS, FLAT DEAL
FLAT 15% OFF
USE PARTYABOVE ₹1000, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shantinagar,No,Bangalore,400.0,100.0,Biryani,0,3,3.829276895943562,1.1,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
Hotel Empire,"North Indian, Kebabs",4.2,"10% OFF UPTO ₹40
USE TRYNEWABOVE ₹179, Free Free Tender Coconut Pudding
NO CODE REQUIREDABOVE ₹498, FLAT DEAL
FLAT 10% OFF
USE PARTYABOVE ₹500, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Majestic,No,Bangalore,450.0,10000.0,North Indian,0,4,4.0570346320346315,0.9333,Premium (Rs300-500),1166.0867678958784,Good (4.0-4.5),High (3+),1
The Bowl Company,"Pan-Asian, Continental",4.5,"60% OFF UPTO ₹110
USE SPECIALSON SELECT ITEMS, 40% OFF UPTO ₹75
USE TRYNEWABOVE ₹179, FLAT DEAL
FLAT ₹125 OFF
USE SNACKSBINGEABOVE ₹449, FLAT DEAL
FLAT ₹150 OFF
USE FLATDEALABOVE ₹749, FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Shanti Nagar,No,Bangalore,300.0,5000.0,Pan-Asian,0,5,4.328571428571428,1.5,Mid (Rs150-300),1166.0867678958784,Good (4.0-4.5),High (3+),1
Goli Vada Pav No.1,"Maharashtrian, North Indian",4.5,"FLAT ₹120 OFF
USE AXIS120ABOVE ₹500",Jayanagar,Yes,Bangalore,100.0,5000.0,Maharashtrian,1,1,4.078947368421052,4.5,Budget (<Rs150),1166.0867678958784,Good (4.0-4.5),Low (1-2),1
